enrichment_percent,fuel_density,moderator_density,k_eff,reaction_status
2.69346733668342,10.5283635500517,1.00590626409795,0.934986935712351,Subcritical
2.70854271356784,10.5171810932331,1.00433594390818,0.944185513487093,Subcritical
2.72361809045226,10.5052873210101,1.00276130155523,0.937410953633197,Subcritical
2.73869346733668,10.4927089065468,1.00118390667683,0.937876859860165,Subcritical
2.75376884422111,10.4794740583973,0.999605331654514,0.934747332931525,Subcritical
2.76884422110553,10.4656124572442,0.998027150046187,0.939009777732806,Subcritical
2.78391959798995,10.4511551893363,0.996450935017599,0.941068807669437,Subcritical
2.79899497487437,10.4361346767746,0.994878257774169,0.942779877504637,Subcritical
2.81407035175879,10.4205846048012,0.993310685994776,0.939522491718684,Subcritical
2.82914572864322,10.4045398462569,0.99174978226906,0.940940679430331,Subcritical
2.84422110552764,10.3880363833744,0.990197102539801,0.952975742166701,Subcritical
2.85929648241206,10.3711112270841,0.98865419455192,0.932297873339901,Subcritical
2.87437185929648,10.3538023340128,0.987122596309655,0.95546735281387,Subcritical
2.8894472361809,10.3361485213616,0.985603834543442,0.946736659361254,Subcritical
2.90452261306533,10.3181893798539,0.984099423188038,0.950776209574986,Subcritical
2.91959798994975,10.2999651849481,0.982610861873401,0.938180612006143,Subcritical
2.93467336683417,10.2815168065161,0.981139634429821,0.944275373713852,Subcritical
2.94974874371859,10.2628856171869,0.979687207408811,0.946558042613586,Subcritical
2.96482412060301,10.2441133995645,0.97825502862121,0.950783587225875,Subcritical
2.97989949748744,10.2252422525251,0.976844525693983,0.9410396046244,Subcritical
2.99497487437186,10.2063144968055,0.97545710464712,0.952468460198483,Subcritical
3.01005025125628,10.1873725800941,0.974094148492096,0.944764942430055,Subcritical
3.0251256281407,10.168458981837,0.972757015853246,0.951878357100909,Subcritical
3.04020100502513,10.1496161179729,0.971447039613465,0.955526882978051,Subcritical
3.05527638190955,10.1308862458104,0.970165525585557,0.954617698147037,Subcritical
3.07035175879397,10.1123113692609,0.968913751210575,0.959112588401609,Subcritical
3.08542713567839,10.0939331446405,0.96769296428444,0.959446685988044,Subcritical
3.10050251256281,10.0757927872503,0.966504381714107,0.95187862664273,Subcritical
3.11557788944724,10.0579309789466,0.965349188304533,0.957135423526182,Subcritical
3.13065326633166,10.0403877769071,0.964228535577631,0.951845469324861,Subcritical
3.14572864321608,10.0232025237978,0.963143540624411,0.9506759934303,Subcritical
3.1608040201005,10.0064137595429,0.962095284991438,0.962627127160922,Subcritical
3.17587939698492,9.99005913489421,0.961084813602723,0.958721911226118,Subcritical
3.19095477386935,9.97417532699523,0.960113133718124,0.959166451416858,Subcritical
3.20603015075377,9.95879795712815,0.95918121392928,0.964716899276592,Subcritical
3.22110552763819,9.94396151082916,0.958289983194104,0.963855341416448,Subcritical
3.23618090452261,9.92969926055056,0.957440329910775,0.963355638240382,Subcritical
3.25125628140704,9.91604319104347,0.956633101032164,0.968579249945086,Subcritical
3.26633165829146,9.90302392762829,0.955869101221573,0.967701552881227,Subcritical
3.28140703517588,9.89067066751386,0.955149092050627,0.964977377952624,Subcritical
3.2964824120603,9.87901111431937,0.954473791240127,0.961054145807533,Subcritical
3.31155778894472,9.86807141594571,0.953843871944607,0.961977090743929,Subcritical
3.32663316582915,9.85787610593584,0.95325996208132,0.971925873205417,Subcritical
3.34170854271357,9.84844804845542,0.952722643704317,0.958638388074982,Subcritical
3.35678391959799,9.8398083870173,0.95223245242424,0.967309146272062,Subcritical
3.37185929648241,9.83197649706473,0.951789876874419,0.958422938621653,Subcritical
3.38693467336683,9.82496994251967,0.951395358223787,0.97400724276397,Subcritical
3.40201005025126,9.81880443639366,0.951049289737114,0.973952823077991,Subcritical
3.41708542713568,9.81349380554959,0.950752016382994,0.97039149650491,Subcritical
3.4321608040201,9.80904995969332,0.950503834489972,0.970774938939277,Subcritical
3.44723618090452,9.8054828646648,0.950304991451156,0.959443171156834,Subcritical
3.46231155778894,9.80280052008853,0.95015568547761,0.975527971018853,Subcritical
3.47738693467337,9.80100894143346,0.950056065400778,0.962409525937549,Subcritical
3.49246231155779,9.80011214652261,0.950006230524117,0.96252697571504,Subcritical
3.50753768844221,9.80011214652261,0.950006230524117,0.97527681464397,Subcritical
3.52261306532663,9.80100894143346,0.950056065400778,0.97089060215219,Subcritical
3.53768844221106,9.80280052008853,0.95015568547761,0.978448406733695,Subcritical
3.55276381909548,9.8054828646648,0.950304991451156,0.980535861698319,Subcritical
3.5678391959799,9.80904995969332,0.950503834489972,0.982201707329096,Subcritical
3.58291457286432,9.81349380554959,0.950752016382994,0.97522134774701,Subcritical
3.59798994974874,9.81880443639366,0.951049289737114,0.981690124656733,Subcritical
3.61306532663317,9.82496994251967,0.951395358223787,0.980714452106599,Subcritical
3.62814070351759,9.83197649706473,0.951789876874419,0.985111594850255,Subcritical
3.64321608040201,9.8398083870173,0.95223245242424,0.984433849395072,Subcritical
3.65829145728643,9.84844804845542,0.952722643704317,0.987016127876939,Subcritical
3.67336683417085,9.85787610593584,0.95325996208132,0.982642357930224,Subcritical
3.68844221105528,9.86807141594571,0.953843871944607,0.983343072777452,Subcritical
3.7035175879397,9.87901111431937,0.954473791240127,0.989896577143586,Subcritical
3.71859296482412,9.89067066751386,0.955149092050627,0.975019580837664,Subcritical
3.73366834170854,9.90302392762829,0.955869101221573,0.983896507731723,Subcritical
3.74874371859296,9.91604319104347,0.956633101032164,0.980849393413814,Subcritical
3.76381909547739,9.92969926055056,0.957440329910775,0.98607361790521,Subcritical
3.77889447236181,9.94396151082916,0.958289983194104,0.992015266475827,Critical
3.79396984924623,9.95879795712815,0.95918121392928,0.993686883619155,Critical
3.80904522613065,9.97417532699523,0.960113133718124,0.985270850389569,Subcritical
3.82412060301508,9.99005913489421,0.961084813602723,0.988778372718833,Subcritical
3.8391959798995,10.0064137595429,0.962095284991438,0.992607719854053,Critical
3.85427135678392,10.0232025237978,0.963143540624411,0.991252754836887,Critical
3.86934673366834,10.0403877769071,0.964228535577631,0.995011124500022,Critical
3.88442211055276,10.0579309789466,0.965349188304533,0.996292008509068,Critical
3.89949748743719,10.0757927872503,0.966504381714107,0.990433106274737,Critical
3.91457286432161,10.0939331446405,0.96769296428444,0.994989435536463,Critical
3.92964824120603,10.1123113692609,0.968913751210575,0.98600377200522,Subcritical
3.94472361809045,10.1308862458104,0.970165525585557,1.00318156867279,Critical
3.95979899497487,10.1496161179729,0.971447039613465,0.995099549227261,Critical
3.9748743718593,10.168458981837,0.972757015853246,0.993015594174704,Critical
3.98994974874372,10.1873725800941,0.974094148492096,0.998554429885685,Critical
4.00502512562814,10.2063144968055,0.97545710464712,0.993469566806055,Critical
4.02010050251256,10.2252422525251,0.976844525693983,1.0012963702764,Critical
4.03517587939698,10.2441133995645,0.97825502862121,0.99938427172683,Critical
4.05025125628141,10.2628856171869,0.979687207408811,1.01386238260647,Supercritical
4.06532663316583,10.2815168065161,0.981139634429821,1.00945053678811,Critical
4.08040201005025,10.2999651849481,0.982610861873401,0.992057202870181,Critical
4.09547738693467,10.3181893798539,0.984099423188038,1.00753027882915,Critical
4.1105527638191,10.3361485213616,0.985603834543442,0.999113427861043,Critical
4.12562814070352,10.3538023340128,0.987122596309655,1.00560766258253,Critical
4.14070351758794,10.3711112270841,0.98865419455192,1.00848201531777,Critical
4.15577889447236,10.3880363833744,0.990197102539801,1.01217384732496,Supercritical
4.17085427135678,10.4045398462569,0.99174978226906,1.00784314473778,Critical
4.18592964824121,10.4205846048012,0.993310685994776,1.01786100098415,Supercritical
4.20100502512563,10.4361346767746,0.994878257774169,1.00834375647126,Critical
4.21608040201005,10.4511551893363,0.996450935017599,1.01315267341147,Supercritical
4.23115577889447,10.4656124572442,0.998027150046187,1.01560309487545,Supercritical
4.24623115577889,10.4794740583973,0.999605331654514,1.0134672370365,Supercritical
4.26130653266332,10.4927089065468,1.00118390667683,1.01820540898595,Supercritical
4.27638190954774,10.5052873210101,1.00276130155523,1.01617347140401,Supercritical
4.29145728643216,10.5171810932331,1.00433594390818,1.01139077945897,Supercritical
4.30653266331658,10.5283635500517,1.00590626409795,1.00703603268617,Critical
4.321608040201,10.5388096135089,1.00747069679521,1.02610448430301,Supercritical
4.33668341708543,10.5484958570954,1.00902768253945,1.0145346733626,Supercritical
4.35175879396985,10.5574005582859,1.01057566929339,1.01881707046439,Supercritical
4.36683417085427,10.565503747255,1.01211311399019,1.02185616488776,Supercritical
4.38190954773869,10.572787251661,1.01363848407153,1.0203454568551,Supercritical
4.39698492462312,10.5792347374002,1.01515025901534,1.01598804634631,Supercritical
4.41206030150754,10.5848317452378,1.01664693185149,1.01890436118852,Supercritical
4.42713567839196,10.5895657232342,1.01812701066393,1.0213467867565,Supercritical
4.44221105527638,10.5934260548945,1.01958902007792,1.03009137883858,Supercritical
4.4572864321608,10.5964040829771,1.02103150273069,1.01911491440799,Supercritical
4.47236180904523,10.5984931289084,1.02245302072415,1.02806181468261,Supercritical
4.48743718592965,10.5996885077605,1.02385215705824,1.02639816431552,Supercritical
4.50251256281407,10.5999875387577,1.02522751704346,1.02439945257378,Supercritical
4.51758793969849,10.5993895512882,1.02657772969104,1.02099475956955,Supercritical
4.53266331658291,10.5978958864083,1.02790144907967,1.02556700112926,Supercritical
4.54773869346734,10.5955098938348,1.02919735569707,1.0272596021655,Supercritical
4.56281407035176,10.592236924433,1.03046415775533,1.02104875111023,Supercritical
4.57788944723618,10.5880843182164,1.03170059247861,1.03005670308467,Supercritical
4.5929648241206,10.5830613878864,1.0329054273619,1.02568185755527,Supercritical
4.60804020100502,10.577179397947,1.03407746139958,1.03001720086025,Supercritical
4.62311557788945,10.5704515394431,1.03521552628263,1.03286218596854,Supercritical
4.63819095477387,10.5628929003782,1.03631848756323,1.02734829441708,Supercritical
4.65326633165829,10.5545204318773,1.03738524578559,1.03111855913083,Supercritical
4.66834170854271,10.5453529101725,1.0384147375819,1.03499636872804,Supercritical
4.68341708542714,10.5354108944949,1.03940593673236,1.02475102403484,Supercritical
4.69849246231156,10.5247166809684,1.0403578551881,1.03979263372504,Supercritical
4.71356783919598,10.5132942526076,1.0412695440561,1.04741578837324,Supercritical
4.7286432160804,10.5011692255333,1.04214009454507,1.04076963741684,Supercritical
4.74371859296482,10.4883687915259,1.04296863887135,1.03507148567316,Supercritical
4.75879396984925,10.4749216570437,1.04375435112393,1.03946986798622,Supercritical
4.77386934673367,10.4608579788461,1.04449644808776,1.03282208191687,Supercritical
4.78894472361809,10.4462092963633,1.04519419002444,1.0480655749681,Supercritical
4.80402010050251,10.4310084609654,1.04584688140964,1.04405315444346,Supercritical
4.81909547738693,10.4152895622897,1.04645387162639,1.04395904486939,Supercritical
4.83417085427136,10.3990878517903,1.04701455561363,1.03631508614254,Supercritical
4.84924623115578,10.3824396636828,1.04752837446939,1.04296596465035,Supercritical
4.8643216080402,10.3653823334609,1.04799481600784,1.03924629383136,Supercritical
4.87939698492462,10.3479541141666,1.04841341526993,1.04115211615207,Supercritical
4.89447236180905,10.3301940906041,1.04878375498679,1.04053083222005,Supercritical
4.90954773869347,10.3121420916868,1.04910546599575,1.0389241232434,Supercritical
4.92462311557789,10.2938386011169,1.04937822760828,1.04018143542074,Supercritical
4.93969849246231,10.2753246665959,1.04960176792966,1.04434868358133,Supercritical
4.95477386934673,10.25664180777,1.04977586413006,1.03757766435365,Supercritical
4.96984924623116,10.2378319231179,1.04990034266657,1.04978478260326,Supercritical
4.98492462311558,10.2189371959886,1.04997507945631,1.0468337361097,Supercritical
5,10.2,1.05,1.05159580166822,Supercritical
